application_id,stage,outcome,gender,department,region,experience_level,years_experience,university,gpa,recruiter,source,skills,num_skills,resume_score,previous_company_type,phone,email,application_date,stage_date,days_in_stage,days_since_application,interviewer_rating,interview_notes,salary_offered,salary_accepted,quarter,month
APP_02133,Application,Advanced,Female,Marketing,Europe,,0.7400932152752904,Princeton,3.398354976405937,Recruiter_07,Job Fair,"Leadership, Machine Learning, React",3,50.463283849599506,Government,+1-481-854-1558,candidate2133@ovatzmail.com,2025-01-02 04:04:50.183592,2025-01-02 04:04:50.183592,0,0.0,,,,,2025Q1,2025-01
APP_02134,Application,Advanced,Female,HR,Europe,Entry,0.31835106029240356,CMU,3.7808339436637,Recruiter_07,Recruiter Outreach,"Analytics, Kubernetes, Tableau",3,74.72363559749236,Big Tech,+1-445-464-3476,candidate2134@gxdpbmail.com,2025-06-28 04:04:50.183726,2025-06-28 04:04:50.183726,0,0.0,,,,,2025Q2,2025-06
APP_02135,Application,Advanced,Female,Finance,Asia Pacific,Entry,0.743775826733875,Columbia,3.1477204375107943,Recruiter_03,Referral,"Excel, Analytics",2,70.47714600336883,Big Tech,+1-247-752-4378,candidate2135@ddqtzmail.com,2025-01-27 04:04:50.183858,2025-01-27 04:04:50.183858,0,0.0,,,,,2025Q1,2025-01
APP_02136,Application,Advanced,Male,Product,Latin America,Entry,0.031505660841626426,Princeton,3.804706594461723,Recruiter_18,Company Website,"React, AWS, Machine Learning, Kubernetes, Python",5,,Other,+1-904-492-4046,candidate2136@haezgmail.com,2025-01-22 04:04:50.183990,2025-01-22 04:04:50.183990,0,0.0,,,,,2025Q1,2025-01
APP_02137,Application,Advanced,Male,Operations,Europe,Entry,4.698827559138055,Yale,3.8320312054599137,Recruiter_12,Recruiter Outreach,"Project Management, SQL",2,85.57828723699782,Finance,+1-494-950-5104,candidate2137@lfztjmail.com,2025-04-28 04:04:50.184125,2025-04-28 04:04:50.184125,0,0.0,,,,,2025Q2,2025-04
APP_02138,Application,Advanced,Female,Data Science,Latin America,Mid,4.959033810835759,Community College,3.9741642087171383,Recruiter_18,Recruiter Outreach,"SQL, Excel, Kubernetes, AWS",4,69.97231613879204,Big Tech,+1-703-696-9241,candidate2138@rcemmmail.com,2025-03-02 04:04:50.184258,2025-03-02 04:04:50.184258,0,0.0,,,,,2025Q1,2025-03
APP_02139,Application,Advanced,Female,Sales,North America,Mid,2.723755536645705,CMU,4.0,Recruiter_12,Indeed,"Agile, Kubernetes, Tableau, Python",4,63.992056385618625,Other,+1-447-892-5492,,2025-06-10 04:04:50.184392,2025-06-10 04:04:50.184392,0,0.0,,,,,2025Q2,2025-06
APP_02140,Application,Advanced,Male,Engineering,Latin America,Senior,9.098016972357357,Columbia,3.633396067330707,Recruiter_12,Recruiter Outreach,"Agile, React, Leadership, Excel, Machine Learning, SQL, Kubernetes",7,,Finance,+1-660-653-7275,candidate2140@uvkssmail.com,2025-04-04 04:04:50.184524,2025-04-04 04:04:50.184524,0,0.0,,,,,2025Q2,2025-04
APP_02141,Application,Advanced,Female,Data Science,Latin America.,Entry,0.742723218121129,Princeton,3.4085184400595074,Recruiter_12,Job Fair,"Excel, Project Management, Machine Learning",3,,Non-profit,+1-476-644-9394,candidate2141@zgwmemail.com,2025-05-17 04:04:50.184671,2025-05-17 04:04:50.184671,0,0.0,,,,,2025Q2,2025-05
APP_02142,Application,Advanced,,Operations,North America,Mid,3.7680822594161096,University of Washington,2.8751553157779597,Recruiter_04,Indeed,"Excel, Communication",2,53.315532135274736,Other,+1-776-559-1991,candidate2142@oxukkmail.com,2025-04-20 04:04:50.184804,2025-04-20 04:04:50.184804,0,0.0,,,,,2025Q2,2025-04
APP_02143,Application,Advanced,Male,Data Science,Latin America,Mid,4.522338652559934,MIT,2.6760661558503336,Recruiter_19,Recruiter Outreach,"Kubernetes, Machine Learning",2,57.19415826687968,Other,+1-996-973-5873,candidate2143@abrqpmail.com,2025-04-14 04:04:50.184935,2025-04-14 04:04:50.184935,0,0.0,,,,,2025Q2,2025-04
APP_02144,Application,Advanced,Male,Financ3,North America,Entry,0.25343218125406897,MIT,,Recruiter_12,Company Website,"Tableau, Project Management, Leadership, Communication",4,,Big Tech,+1-446-396-7956,candidate2144@rfcttmail.com,2025-05-23 04:04:50.185081,2025-05-23 04:04:50.185081,0,0.0,,,,,2025Q2,2025-05
APP_02145,Application,Advanced,Male,Engineering,North America,Senior,7.7460013694843495,princeton,3.568834873533646,Recruiter_20,Indeed,"AWS, Machine Learning, Python, Kubernetes, Tableau",5,74.13312179226452,Startup,+1-948-685-8131,candidate2145_at_iraummail.com,2025-02-06 04:04:50.185214,2025-02-06 04:04:50.185214,0,0.0,,,,,2025Q1,2025-02
APP_02146,Application,Advanced,Female,Finance,North America,Senior,8.69822269851148,Community College,3.8990300228131716,Recruiter_15,Recruiter Outreach,"React, Agile, Project Management",3,,Consulting,+1-444-497-4371,candidate2146@yptwjmail.com,2025-03-15 04:04:50.185360,2025-03-15 04:04:50.185360,0,0.0,,,,,2025Q1,2025-03
APP_02147,Application,Advanced,Male,Sales,Europe,Entry,0.887594151085672,UT Austin,3.104676881087859,Recruiter_16,Indeed,"JavaScript, Communication",2,72.47720779018753,Startup,+1-367-809-1654,candidate2147@omeocmail.com,2025-05-05 04:04:50.185492,2025-05-05 04:04:50.185492,0,0.0,,,,,2025Q2,2025-05
APP_02148,Application,Advanced,NON-BINARY,Marketing, North America ,Senior,8.609208903243168,Online University,2.7708009707893604,Recruiter_15,Job Fair,"JavaScript, Tableau, Leadership, AWS, Excel, Analytics, SQL",7,80.9442159058325,Finance,+1-752-677-1305,candidate2148@xdorgmail.com,2025-01-23 04:04:50.185638,2025-01-23 04:04:50.185638,0,0.0,,,,,2025Q1,2025-01
APP_02149,Application,Advanced,Male,Marketing,North America,Mid,2.5148795112464035,State University,3.433645448047628,Recruiter_02,Recruiter Outreach,"SQL, Leadership, Project Management, Analytics, Excel, AWS",6,100.0,Finance,+1-853-625-3231,candidate2149@cdfokmail.com,2025-04-18 04:04:50.185771,2025-04-18 04:04:50.185771,0,0.0,,,,,2025Q2,2025-04
APP_02150,Application,Advanced,Male,Engineering,North America,Mid,3.7325635323414432,NYU,3.4183562077322875,Recruiter_18,Referral,"React, SQL, Tableau, Python, Agile, Kubernetes, Analytics",7,66.55022247095273,Finance,+1-778-899-5797,candidate2150@yboqxmail.com,2025-01-19 04:04:50.185904,2025-01-19 04:04:50.185904,0,0.0,,,,,2025Q1,2025-01
APP_02151,Application,Advanced,Male,HR,Latin America,Entry,,UC Berkeley,3.565075803418325,Recruiter_02,Recruiter Outreach,"Analytics, SQL",2,74.8336649020846,Non-profit,+1-531-597-9257,candidate2151@rlqlymail.com,2025-01-22 04:04:50.186040,2025-01-22 04:04:50.186040,0,0.0,,,,,2025Q1,2025-01
APP_02152,Application,Advanced,Female,Marketing,Latin America,Mid,2.7960380007552352,CMU,3.172476332624938,Recruiter_13,Company Website,"Excel, JavaScript, React, Machine Learning, Python, Project Management, Agile",7,76.6607239652493,Government,+1-420-467-1385,candidate2152@ghhsvmail.com,2025-04-21 04:04:50.186173,2025-04-21 04:04:50.186173,0,0.0,,,,,2025Q2,2025-04
APP_02153,Application,Advanced,Female,Operations,Latin America,Senior,6.486725357626912,State University,3.359972429555041,Recruiter_01,Job Fair,"Machine Learning, Agile, Project Management, AWS, Analytics",5,97.64520653560514,Other,+1-241-377-1196,candidate2153@soqblmail.com,2025-02-14 04:04:50.186307,2025-02-14 04:04:50.186307,0,0.0,,,,,2025Q1,2025-02
APP_02154,Application,Advanced,Female,Engin33ring,Europe,Staff/Principal,19.91267656034736,CMU,3.4747186561937364,Recruiter_16,Recruiter Outreach,"Tableau, Project Management, React, Kubernetes, JavaScript, Analytics, Agile",7,75.78324868497737,Government,+1-669-543-4945,candidate2154@jptmnmail.com,2025-04-09 04:04:50.186455,2025-04-09 04:04:50.186455,0,0.0,,,,,2025Q2,2025-04
APP_02155,Application,Advanced,Male,Finance,North America,Entry,0.4036132293054735,Princeton,,Recruiter_12,Job Fair,"Python, SQL, Machine Learning, Tableau, JavaScript, Communication, AWS",7,89.22106637389572,Big Tech,+1-484-410-9959,candidate2155_at_edtnsmail.com,2025-03-24 04:04:50.186588,2025-03-24 04:04:50.186588,0,0.0,,,,,2025Q1,2025-03
APP_02156,Application,Advanced,Male,Product,North America,Entry,0.6806868437116687,UT Austin,83.80286735709532,Recruiter_16,Indeed,"Agile, Project Management, Kubernetes, Python",4,,Big Tech,+1-932-926-3092,candidate2156@ypxasmail.com,2025-01-05 04:04:50.186722,2025-01-05 04:04:50.186722,0,0.0,,,,,2025Q1,2025-01
APP_02157,Application,Advanced,Male,Engineering,Latin America,Senior,5.59544314866045,UCLA,3.6357538056006633,Recruiter_17,LinkedIn,"Analytics, Excel, Project Management",3,88.53012773271946,Non-profit,+1-484-585-2525,candidate2157@yhkssmail.com,2025-01-23 04:04:50.186857,2025-01-23 04:04:50.186857,0,0.0,,,,,2025Q1,2025-01
APP_02158,Application,Advanced,Female,Sales,Asia Pacific,Entry,1.0977634153761169,Onlin3 Univ3rsity,3.5153568853380017,Recruiter_09,Job Fair,"Project Management, Machine Learning, Analytics",3,92.878040546915,Other,+1-897-607-2062,candidate2158@iiabwmail.com,2025-04-13 04:04:50.186989,2025-04-13 04:04:50.186989,0,0.0,,,,,2025Q2,2025-04
APP_02159,Application,Advanced,Male,Product,Latin America,Entry,1.564090891903945, Yale ,3.634097214473402,Recruiter_02,Recruiter Outreach,"SQL, Agile, Project Management, React, Excel",5,69.1569474977207,Consulting,+1-682-446-5094,candidate2159@qeowvmail.com,2025-01-28 04:04:50.187133,2025-01-28 04:04:50.187133,0,0.0,,,,,2025Q1,2025-01
APP_02160,Application,Advanced,Male,Marketing,Europe,Mid,4.397741319307421,University of Washington,3.8778174844224944,Recruiter_17,Recruiter Outreach,"Python, Kubernetes, Excel, Analytics, Machine Learning, Leadership, Tableau",7,76.21380067454092,Non-profit,+1-454-523-3652,candidate2160@icpirmail.com,2025-03-30 04:04:50.187278,2025-03-30 04:04:50.187278,0,0.0,,,,,2025Q1,2025-03
APP_02161,Application,Advanced,Male,Engineering,Latin America,Entry,0.7256323269057283,State University,3.3167734322793097,Recruiter_19,Indeed,"Communication, JavaScript, Python, Kubernetes, Agile, React, SQL",7,78.31361961299315,Big Tech,+1-878-231-1746,candidate1510@hidnnmail.com,2025-02-16 04:04:50.187411,2025-02-16 04:04:50.187411,0,0.0,,,,,2025Q1,2025-02
APP_02162,Application,Advanced,Male,Product,Asia Pacific,Mid,4.185309479581116,UT Austin,3.1533515706245137,Recruiter_11,Indeed,"React, Agile, Excel, Leadership, Machine Learning, SQL, Analytics",7,81.48749206904951,Finance,+1-326-918-4034,candidate2162@wdxzbmail.com,2025-03-23 04:04:50.187569,2025-03-23 04:04:50.187569,0,0.0,,,,,2025Q1,2025-03
APP_02163,Application,Advanced,Female,Data Science,Latin America,Mid,4.405406717906781,NYU,2.6719599837902033,Recruiter_05,linkedin,"Project Management, Analytics, Machine Learning",3,76.38711360244159,Finance,+1-866-933-8309,candidate1291@nkolnmail.com,2025-06-28 04:04:50.187701,2025-06-28 04:04:50.187701,0,0.0,,,,,2025Q2,2025-06
APP_02164,Application,Advanced,Male,Finance,Europe,Senior,5.440718838851197,MIT,2.7661976857543262,Recruiter_11,LinkedIn,"Analytics, Python",2,88.46987217785217,Other,+1-835-261-1709,candidate2164@vlxnymail.com,2025-05-03 04:04:50.187872,2025-05-03 04:04:50.187872,0,0.0,,,,,2025Q2,2025-05
APP_02165,Application,Advanced,Male,Data Science,North America,Entry,0.4171467985546722,Community College,3.418845962975513,Recruiter_01,Company Website,"Project Management, Excel, Machine Learning",3,74.66719889765218,Finance,+1-989-657-7838,candidate2165@rnpmkmail.com,2025-03-25 04:04:50.188003,2025-03-25 04:04:50.188003,0,0.0,,,,,2025Q1,2025-03
APP_02166,Application,Advanced,Prefer not to say,Operations,Asia Pacific,Mid,5.669193521029523,yale,3.209787569286373,Recruiter_20,LinkedIn,"Tableau, Machine Learning, SQL",3,79.22261369894855,Other,+1-487-619-8049,candidate2166@femkimail.com,2025-01-06 04:04:50.188136,2025-01-06 04:04:50.188136,0,0.0,,,,,2025Q1,2025-01
APP_02167,Application,Advanced,Male,Sales,Latin America,Entry,0.41814955732791104,Harvard.,4.0,Recruiter_08,University Career Fair,"JavaScript, Tableau, Python, AWS",4,,Big Tech,+1-955-629-1104,candidate2167@jumawmail.com,2025-03-31 04:04:50.188282,2025-03-31 04:04:50.188282,0,0.0,,,,,2025Q1,2025-03
APP_02168,Application,Advanced,Male,Finance,Europe,Mid,5.512064192696739,International University,3.3432838061764474,Recruiter_16,LinkedIn,"Excel, Agile, Python, Communication, Analytics, Leadership",6,98.46823585813426,Non-profit,+1-553-239-2011,candidate2168@bysnlmail.com,2025-04-02 04:04:50.188429,2025-04-02 04:04:50.188429,0,0.0,,,,,2025Q2,2025-04
APP_02169,Application,Advanced,Male,HR,North America,Mid,2.62752133408593,Yale,3.092179272078715,Recruiter_10,Job Fair,"Agile, Kubernetes, Machine Learning, AWS, Python, Leadership",6,,Non-profit,+1-214-739-1190,candidate2169_at_tfzemmail.com,2025-04-24 04:04:50.188561,2025-04-24 04:04:50.188561,0,0.0,,,,,2025Q2,2025-04
APP_02170,Application,Advanced,Male,Finance,North America,Senior,5.981509104911982,NYU,2.9075594008683874,Recruiter_14,Job Fair,"AWS, Analytics, Communication, Excel, Agile, Kubernetes, Leadership",7,,Finance,+1-952-725-8856,candidate2170@adraxmail.com,2025-01-11 04:04:50.188694,2025-01-11 04:04:50.188694,0,0.0,,,,,2025Q1,2025-01
APP_02171,Application,Advanced,Male,HR,Europe,Senior,7.469480613022029,Stanford,3.0918939793227644,Recruiter_08,University Career Fair,"Analytics, AWS, Kubernetes, Python, Tableau, Excel, Project Management",7,86.38254747800926,Big Tech,+1-482-483-9117,candidate2171@nifivmail.com,2025-04-03 04:04:50.188830,2025-04-03 04:04:50.188830,0,0.0,,,,,2025Q2,2025-04
APP_02172,Application,Advanced,Female,Finance,Latin America,Senior,10.144996638393337,USC,4.0,Recruiter_20,Referral,"React, SQL, Analytics",3,100.0,Consulting,+1-461-297-7386,candidate2172@pjdnymail.com,2025-05-22 04:04:50.188963,2025-05-22 04:04:50.188963,0,0.0,,,,,2025Q2,2025-05
APP_02173,Application,Advanced,Male,Operations,Asia Pacific,Mid,4.845920494291134,UC Berkeley,3.8777442076802977,Recruiter_17,Referral,"Project Management, Kubernetes, Tableau, JavaScript",4,71.10717008208901,Finance,+1-970-952-6623,candidate2173@wkpsomail.com,2025-04-28 04:04:50.189097,2025-04-28 04:04:50.189097,0,0.0,,,,,2025Q2,2025-04
APP_02174,Application,Advanced,Female,Sales,Europe,Entry,1.1736472248900558,CMU,3.4669085499868832,Recruiter_16,Indeed,"Leadership, Tableau, Python, JavaScript, AWS, Communication",6,91.23359467946635,Other,+1-710-338-6444,candidate2174@aasremail.com,2025-01-16 04:04:50.189232,2025-01-16 04:04:50.189232,0,0.0,,,,,2025Q1,2025-01
APP_02175,Application,Advanced,Male,Operations,Latin America,Senior,5.106573078133785,UT Austin,3.37290587609686,Recruiter_20,LinkedIn,"Communication, Leadership, JavaScript, Python, Machine Learning",5,,Big Tech,+1-430-724-8629,candidate2175@yqphimail.com,2025-05-14 04:04:50.189365,2025-05-14 04:04:50.189365,0,0.0,,,,,2025Q2,2025-05
APP_02176,Application,Advanced,Female,Marketing,Latin America,Senior,10.90395953854656,UT Austin,3.1891540918271066,Recruiter_09,Referral.,"Python, Excel, JavaScript, Kubernetes, Project Management, Analytics",6,59.08901710795524,Finance,+1-592-900-1064,candidate2176@xwxmumail.com,2025-02-06 04:04:50.189497,2025-02-06 04:04:50.189497,0,0.0,,,,,2025Q1,2025-02
APP_02177,Application,Advanced,Prefer not to say,HR,Europe,Entry,1.1523367350866638,Harvard,3.030978416086766,Recruiter_07,Referral,"Communication, Analytics, SQL, Machine Learning, AWS, Leadership, JavaScript",7,,Government,+1-907-361-6281,candidate2177@boazwmail.com,2025-01-21 04:04:50.189644,2025-01-21 04:04:50.189644,0,0.0,,,,,2025Q1,2025-01
APP_02178,Application,Advanced,Female,Data Science,Europe,Mid,4.916078422274289,Community College,2.894305196084918,Recruiter_15,Recruiter Outreach,"SQL, Communication",2,94.80999549095925,Finance,+1-214-286-1009,candidate2178@dalizmail.com,2025-03-29 04:04:50.189777,2025-03-29 04:04:50.189777,0,0.0,,,,,2025Q1,2025-03
APP_02179,Application,Advanced,Male,Finance,North America,Entry,1.4455065069011768,Harvard.,3.8939634146374895,Recruiter_02,University Career Fair.,"Python, AWS, Tableau, Project Management, Agile",5,92.69391807954904,Consulting,+1-912-249-3531,candidate2179@gcqzfmail.com,2025-04-15 04:04:50.189910,2025-04-15 04:04:50.189910,0,0.0,,,,,2025Q2,2025-04
APP_02180,Application,Advanced,Male,Finance,Asia Pacific,Senior,9.023127641125214,USC,4.0,Recruiter_09,Company Website,"Excel, React, Project Management, Communication, Tableau, Python",6,80.97220006192616,Non-profit,+1-281-434-1538,candidate2180@scztomail.com,2025-03-11 04:04:50.190069,2025-03-11 04:04:50.190069,0,0.0,,,,,2025Q1,2025-03
APP_02181,Application,Advanced,Female,sales,Asia Pacific,Mid,4.269516802765345, State University ,,Recruiter_10,Job Fair,"Machine Learning, Analytics, Tableau, Leadership, React, JavaScript",6,92.02754315154816,Finance,+1-809-351-6545,candidate2181@rqupbmail.com,2025-01-01 04:04:50.190216,2025-01-01 04:04:50.190216,0,0.0,,,,,2025Q1,2025-01
APP_02182,Application,Advanced,Female,Finance,Asia Pacific,Entry,1.20621305173928,CMU,3.206315452499134,Recruiter_20,Indeed,"Leadership, Communication, React, Tableau, Excel",5,78.61499420172483,Big Tech,+1-444-730-6002,candidate2182@qsdxfmail.com,2025-04-03 04:04:50.190364,2025-04-03 04:04:50.190364,0,0.0,,,,,2025Q2,2025-04
APP_02183,Application,Advanced,Female,Marketing,Latin America,Senior,,International University.,3.0420354736075224,Recruiter_02,LinkedIn,"JavaScript, Project Management, Python, React, Kubernetes, SQL",6,,Non-profit,9887372801,candidate2183@wcjmhmail.com,2025-03-30 04:04:50.190511,2025-03-30 04:04:50.190511,0,0.0,,,,,2025Q1,2025-03
APP_02184,Application,Advanced,Male,Operations,Europe,Mid,16.21534096516018,Harvard,2.9296387839250246,Recruiter_15,Referral,"Tableau, JavaScript",2,,Government,+1-893-736-1228,candidate2184@gvaoomail.com,2025-03-03 04:04:50.190657,2025-03-03 04:04:50.190657,0,0.0,,,,,2025Q1,2025-03
APP_02185,Application,Advanced,Female,Sales,Europe,Mid,,State University,2.5633266448101155,Recruiter_13,Job Fair,"Communication, Analytics, Excel, AWS, Agile, React, Python",7,84.39056538462629,Big Tech,6923398404,candidate2185@lvicmmail.com,2025-01-16 04:04:50.190806,2025-01-16 04:04:50.190806,0,0.0,,,,,2025Q1,2025-01
APP_02186,Application,Advanced,Male,Sales,Latin America,Senior,2.2652458944559783,UC Berkeley,3.5270014725296073,Recruiter_16,Company Website,"Tableau, Kubernetes, Python, Machine Learning",4,86.52511452526899,Government,+1-440-346-8294,candidate2186@tonmemail.com,2025-04-14 04:04:50.190940,2025-04-14 04:04:50.190940,0,0.0,,,,,2025Q2,2025-04
APP_02187,Application,Advanced,Male,Marketing,North America,Entry,1.3456922531620155,UT Austin,3.231239705093687,Recruiter_10,LinkedIn,"Python, Project Management, AWS, Kubernetes, Agile",5,78.01467388751094,Finance,+1-806-920-3249,candidate2187@welbimail.com,2025-02-17 04:04:50.191075,2025-02-17 04:04:50.191075,0,0.0,,,,,2025Q1,2025-02
APP_02188,Application,Advanced,Male,Finance,Latin America,Entry,1.3040701522169433,University of Washington,3.651094392114101,Recruiter_03,Indeed,"AWS, React, Agile, Tableau, SQL",5,80.46024083806857,Finance,+1-626-722-5520,candidate2188@ahtcwmail.com,2025-06-14 04:04:50.191207,2025-06-14 04:04:50.191207,0,0.0,,,,,2025Q2,2025-06
APP_02189,Application,Advanced,Male,Marketing,Latin America,Senior,8.942958580575437,University of Washington,3.522636403712444,Recruiter_19,University Career Fair,"Tableau, Python, Kubernetes, Excel, Agile",5,61.506946539233255,Finance,+1-750-856-1111,candidate2189@dvwjkmail.com,2025-01-21 04:04:50.191339,2025-01-21 04:04:50.191339,0,0.0,,,,,2025Q1,2025-01
APP_02190,Application,Advanced,,Sales,Latin America,Entry,0.035774216809742354,CMU,3.691237493329531,Recruiter_02,Indeed,"Kubernetes, JavaScript, Communication",3,69.39790754959317,Non-profit,+1-720-676-2489,candidate2190@ilppsmail.com,2025-01-01 04:04:50.191471,2025-01-01 04:04:50.191471,0,0.0,,,,,2025Q1,2025-01
APP_02191,Application,Advanced,Female,HR,Asia Pacific,Senior,11.545639946706757,MIT,3.3030534880237643,Recruiter_07,Referral.,"Analytics, JavaScript, Leadership, SQL, Project Management, AWS",6,72.23632723860696,Other,+1-830-234-4571,candidate2191@arfgumail.com,2025-02-06 04:04:50.191602,2025-02-06 04:04:50.191602,0,0.0,,,,,2025Q1,2025-02
APP_02192,Application,Advanced,Male,Product.,Latin America,Staff/Principal,15.365184172729863,Columbia,3.0609622556407685,Recruiter_17,Referral,"Agile, JavaScript",2,,Government,+1-682-648-8572,candidate2192@dcoxpmail.com,2025-06-05 04:04:50.191763,2025-06-05 04:04:50.191763,0,0.0,,,,,2025Q2,2025-06
APP_02193,Application,Advanced,Female,Marketing,Asia Pacific,Mid,4.686270743700797, Yale ,2.3991286008762476,Recruiter_03,Indeed.,"Leadership, Excel, Tableau",3,60.63211872426126,Non-profit,+1-969-232-5346,candidate2193@mxtmrmail.com,2025-03-27 04:04:50.191893,2025-03-27 04:04:50.191893,0,0.0,,,,,2025Q1,2025-03
APP_02194,Application,Advanced,Male,Engineering,latin america,Mid,5.171560993501506,Yale,3.55904572422499,Recruiter_18,Recruiter Outreach,"Agile, Excel, AWS, React, Analytics, Python, Tableau",7,,Startup,+1-469-204-6894,candidate2194@naltdmail.com,2025-06-09 04:04:50.192067,2025-06-09 04:04:50.192067,0,0.0,,,,,2025Q2,2025-06
APP_02195,Application,Advanced,Male,Operations,Latin America,Entry,1.4301983989063445,Online University,3.0916850453944615,Recruiter_14,Company Website,"Tableau, Python, Machine Learning, Excel",4,73.96868983953556,Finance,+1-560-840-5786,candidate2195@qekusmail.com,2025-06-14 04:04:50.192199,2025-06-14 04:04:50.192199,0,0.0,,,,,2025Q2,2025-06
APP_02196,Application,Advanced,Male,Operations,Asia Pacific,Entry,1.844740886249394,University of Washington,3.5005063056389543,Recruiter_09,Job Fair,"AWS, Python, Kubernetes, JavaScript",4,72.9794471881485,Non-profit,+1-660-610-5719,candidate2196@zqhztmail.com,2025-06-03 04:04:50.192331,2025-06-03 04:04:50.192331,0,0.0,,,,,2025Q2,2025-06
APP_02197,Application,Advanced,Female,operations,Asia Pacific,Senior,5.462179176563693,University of Washington,3.5499506793229663,Recruiter_07,LinkedIn,"Project Management, Kubernetes, AWS, Python, Communication, Analytics, Tableau",7,66.78565680699299,Consulting,+1-354-857-9325,candidate2197@pzcskmail.com,2025-06-13 04:04:50.192477,2025-06-13 04:04:50.192477,0,0.0,,,,,2025Q2,2025-06
APP_02198,Application,Advanced,Male,Marketing,Latin America,Senior,7.744214849258064,Harvard,,Recruiter_17,Referral,"Machine Learning, Excel, Agile, AWS, Project Management, Tableau",6,99.82503003708055,Non-profit,+1-631-995-8841,candidate2198@vzstxmail.com,2025-03-03 04:04:50.192648,2025-03-03 04:04:50.192648,0,0.0,,,,,2025Q1,2025-03
APP_02199,Application,Advanced,Male,Product,Latin America,Entry,1.2928450117010322,Georgia_Tech,2.701486131500817,Recruiter_05,Referral,"Communication, AWS, Project Management, Agile, Excel, Python, JavaScript",7,86.74317388806455,Finance,+1-519-737-6998,candidate2199@hghoemail.com,2025-02-01 04:04:50.192794,2025-02-01 04:04:50.192794,0,0.0,,,,,2025Q1,2025-02
APP_02200,Application,Advanced,Male,Operations,Europe,Mid,4.1353276306812425,USC,3.4590037304357018,Recruiter_13,LinkedIn,"Agile, AWS, Machine Learning, Leadership, Analytics, Python",6,85.23131812708823,,+1-330-394-4803,candidate2200@fdpohmail.com,2025-06-08 04:04:50.192946,2025-06-08 04:04:50.192946,0,0.0,,,,,2025Q2,2025-06
APP_02201,Application,Advanced,Female,Product,Latin America,,8.789526346966213,State University,3.1337990107767,Recruiter_08,Recruiter Outreach,"Communication, Tableau, React, Machine Learning, SQL, Excel, JavaScript",7,,Government,+1-468-237-3015,candidate2201@cssgqmail.com,2025-05-27 04:04:50.193081,2025-05-27 04:04:50.193081,0,0.0,,,,,2025Q2,2025-05
APP_02202,Application,Advanced,Male,Sales,Europe,Entry,1.3332092571033265,NYU,3.8509192269402366,Recruiter_06,Company Website,"Python, SQL, AWS, JavaScript, React",5,55.559552125123,Other,+1-744-348-2039,candidate2202@mweghmail.com,2025-02-14 04:04:50.193214,2025-02-14 04:04:50.193214,0,0.0,,,,,2025Q1,2025-02
APP_02203,Application,Advanced,Female,HR,Latin America,Staff/Principal,17.019745389374116,Columbia,3.079789182461145,Recruiter_12,Indeed,"Excel, Kubernetes, SQL, Tableau, Project Management",5,,Government,+1-337-436-1491,candidate2203@bwnjomail.com,2025-01-27 04:04:50.193347,2025-01-27 04:04:50.193347,0,0.0,,,,,2025Q1,2025-01
APP_02204,Application,Advanced,Male,Sales,Europe,Mid,4.9764805407495665,CMU,3.218966214615967,Recruiter_16,Recruiter Outreach,"Excel, AWS, JavaScript, React, Leadership",5,77.12634103203771,Non-profit,+1-438-712-4100,candidate2204@tppdmmail.com,2025-02-12 04:04:50.193479,2025-02-12 04:04:50.193479,0,0.0,,,,,2025Q1,2025-02
APP_02205,Application,Advanced,Male,Data Science,North America,Staff/Principal,16.936140842626834,Princeton,,Recruiter_15,University Career Fair,"Excel, JavaScript, AWS, Machine Learning, Tableau, Python",6,67.00506854466337,STARTUP,+1-630-857-9777,candidate2205@zldqymail.com,2025-06-15 04:04:50.193612,2025-06-15 04:04:50.193612,0,0.0,,,,,2025Q2,2025-06
APP_02206,Application,Advanced,Female,Product,Europe,Senior,7.3568812291516075,online university,,Recruiter_13,Job Fair,"AWS, Communication, Tableau, JavaScript, React, Agile, Analytics",7,,,+1-885-337-1858,candidate2206@qkiyjmail.com,2025-04-21 04:04:50.193746,2025-04-21 04:04:50.193746,0,0.0,,,,,2025Q2,2025-04
APP_02207,Application,Advanced,Female,Data Science,Asia Pacific,Senior,9.859417062951,UCLA,2.8978494893218945,Recruiter_17,Job Fair,"Machine Learning, Project Management, AWS, Python",4,78.693417785305,Government,+1-988-938-9998,candidate2207@ueyuumail.com,2025-04-21 04:04:50.193897,2025-04-21 04:04:50.193897,0,0.0,,,,,2025Q2,2025-04
APP_02208,Application,Advanced,Male,HR,Asia Pacific,Mid,4.700647826703362,State University,3.1634177508605466,Recruiter_15, Job Fair ,"SQL, React, Communication",3,64.31973690832152,Startup,+1-692-839-9337,candidate2208@ojhdgmail.com,2025-01-03 04:04:50.194031,2025-01-03 04:04:50.194031,0,0.0,,,,,2025Q1,2025-01
APP_02209,Application,Advanced,Male,Finance,North America,Mid,3.9345735107539324,Yale,3.0107481932805213,Recruiter_09,Job Fair,"Tableau, SQL, Project Management",3,,Startup,+1-504-523-1429,candidate2209@txelmmail.com,2025-03-04 04:04:50.194179,2025-03-04 04:04:50.194179,0,0.0,,,,,2025Q1,2025-03
